# Generic Statistics Data
# Sun Nov  7 22:11:30 2010
#  1: update
#  2: average inferiority (energy)
#  3: ave probability of any mutations in genome
#  4: probability of any mutations in dom genome
#  5: log(average fidelity)
#  6: log(dominant fidelity)
#  7: change in number of genotypes
#  8: genotypic entropy
#  9: species entropy
# 10: depth of most reacent coalescence
# 11: Total number of resamplings this generation
# 12: Total number of organisms that failed to resample this generation

0 0 0.562358 0.562358 0.826353 0.826353 1 0 0 0 0 0 
100 0.0181878 0.562699 0.562358 0.827133 0.826353 0 3.47192 0 1 0 0 
200 0.00755465 0.568085 0.562358 0.839526 0.826353 0 4.3729 0 1 0 0 
300 0.0376776 0.577637 0.559179 0.86189 0.819116 -1 4.32015 0 1 0 0 
400 0.0316683 0.598066 0.555977 0.911468 0.811878 -2 4.30882 0 1 0 0 
500 0.0460559 0.592353 0.559179 0.897355 0.819116 0 4.33471 0 1 0 0 
600 0.013395 0.566079 0.562358 0.834894 0.826353 4 4.29173 0 1 0 0 
700 -0.0320046 0.569551 0.552751 0.842928 0.80464 0 4.36427 0 1 0 0 
800 -0.0132854 0.600358 0.552751 0.917186 0.80464 0 4.33654 0 1 0 0 
900 -0.00867663 0.595235 0.549502 0.904448 0.797403 0 4.13217 0 1 0 0 
1000 0.0126102 0.596083 0.54623 0.906547 0.790165 0 4.39539 0 1 0 0 
1100 0.0190835 0.600126 0.562358 0.916607 0.826353 0 4.45608 0 1 0 0 
1200 -0.0372758 0.600589 0.559179 0.917765 0.819116 -1 4.25153 0 1 0 0 
1300 0.0154257 0.609243 0.559179 0.93967 0.819116 -1 4.34121 0 1 0 0 
1400 -0.0323398 0.616482 0.657825 0.958368 1.07243 -3 4.38676 0 1 0 0 
1500 0.0509824 0.641966 0.562358 1.02713 0.826353 0 4.38676 0 1 0 0 
1600 0.0355658 0.679056 0.555977 1.13649 0.811878 1 4.35904 0 1 0 0 
1700 0.0137051 0.62667 0.559179 0.985292 0.819116 0 4.40586 0 1 0 0 
1800 0.0448085 0.594458 0.559179 0.902532 0.819116 1 4.3465 0 1 0 0 
1900 0.0500088 0.589095 0.559179 0.889393 0.819116 1 4.25676 0 1 0 0 
2000 -0.0131158 0.587277 0.624067 0.884978 0.978344 0 4.22805 0 1 0 0 
2100 0.0507388 0.576119 0.559179 0.858301 0.819116 0 4.34121 0 1 0 0 
2200 0.0317406 0.582228 0.565514 0.872819 0.833591 2 4.38336 0 1 0 0 
2300 0.0310793 0.581562 0.565514 0.871227 0.833591 0 4.29312 0 1 0 0 
2400 0.0343563 0.571541 0.562358 0.84756 0.826353 2 4.25676 0 1 0 0 
2500 -0.0894242 0.580774 0.624067 0.869345 0.978344 2 4.16128 0 1 0 0 
2600 -0.0652641 0.571882 0.562358 0.848356 0.826353 0 4.32268 0 1 0 0 
2700 -0.0153858 0.570734 0.562358 0.845678 0.826353 -1 4.33994 0 1 0 0 
2800 0.432155 0.566676 0.565514 0.836269 0.833591 0 4.2647 0 1 0 0 
2900 0.371123 0.564979 0.565514 0.832361 0.833591 -1 4.23358 0 28 0 0 
3000 0.247263 0.571603 0.568647 0.847704 0.840829 2 4.38153 0 28 0 0 
3100 0.247603 0.564979 0.562358 0.832361 0.826353 -1 4.2463 0 28 0 0 
3200 0.168416 0.566738 0.568647 0.836414 0.840829 0 4.19424 0 28 0 0 
3300 0.199651 0.572718 0.565514 0.85031 0.833591 0 4.27586 0 28 0 0 
3400 -0.0359597 0.575461 0.562358 0.856752 0.826353 0 4.32791 0 53 0 0 
3500 0.028162 0.57583 0.565514 0.85762 0.833591 -1 4.30882 0 53 0 0 
3600 -0.0817134 0.566111 0.562358 0.834966 0.826353 0 4.27333 0 53 0 0 
3700 0.524608 0.566425 0.568647 0.83569 0.840829 -1 4.15196 0 53 0 0 
3800 0.416091 0.587665 0.565514 0.885919 0.833591 -3 4.2238 0 53 0 0 
3900 0.456717 0.578004 0.571758 0.862759 0.848066 -1 4.26539 0 53 0 0 
4000 -0.33729 0.566456 0.562358 0.835762 0.826353 -2 4.29835 0 73 0 0 
4100 -0.571223 0.567021 0.562358 0.837065 0.826353 0 4.119 0 73 0 0 
4200 0.668848 0.566053 0.565514 0.834834 0.833591 -2 4.2239 0 73 0 0 
4300 0.273047 0.565096 0.565514 0.832631 0.833591 -3 4.30205 0 77 0 0 
4400 0.461422 0.565608 0.565514 0.833808 0.833591 0 4.19878 0 83 0 0 
4500 0.274601 0.56724 0.568647 0.837572 0.840829 1 4.19948 0 83 0 0 
4600 0.34927 0.565577 0.568647 0.833737 0.840829 -1 4.17661 0 85 0 0 
4700 0.317432 0.570765 0.562358 0.84575 0.826353 0 4.29312 0 85 0 0 
4800 0.437741 0.567553 0.568647 0.838295 0.840829 0 4.29766 0 85 0 0 
4900 0.473208 0.566268 0.568647 0.835328 0.840829 0 4.30882 0 85 0 0 
5000 0.376613 0.565168 0.568647 0.832795 0.840829 -1 4.25084 0 85 0 0 
5100 0.273747 0.564528 0.565514 0.831325 0.833591 -4 4.0306 0 85 0 0 
5200 -0.104773 0.571106 0.568647 0.846546 0.840829 1 4.27586 0 85 0 0 
5300 0.0445644 0.567616 0.565514 0.83844 0.833591 0 4.04175 0 85 0 0 
5400 0.162342 0.565291 0.565514 0.833079 0.833591 -3 4.10334 0 85 0 0 
5500 0.331319 0.56397 0.565514 0.830045 0.833591 0 4.25055 0 85 0 0 
5600 0.251509 0.568147 0.565514 0.839671 0.833591 -4 4.05745 0 85 0 0 
5700 0.357354 0.570267 0.562358 0.844592 0.826353 -1 4.10416 0 93 0 0 
5800 0.434853 0.564412 0.562358 0.831058 0.826353 0 4.16583 0 93 0 0 
5900 0.273823 0.563844 0.562358 0.829755 0.826353 2 4.15351 0 93 0 0 
6000 0.280667 0.562421 0.562358 0.826498 0.826353 0 4.27586 0 93 0 0 
6100 0.283774 0.562358 0.559179 0.826353 0.819116 0 4.15903 0 93 0 0 
6200 0.322306 0.560007 0.555977 0.820997 0.811878 0 4.24106 0 93 0 0 
6300 0.411728 0.557869 0.559179 0.816148 0.819116 0 4.27926 0 99 0 0 
6400 0.238101 0.558316 0.565514 0.817161 0.833591 0 4.31152 0 99 0 0 
6500 0.327526 0.557677 0.559179 0.815714 0.819116 0 3.97278 0 99 0 0 
6600 0.255886 0.557452 0.555977 0.815207 0.811878 -2 3.99015 0 108 0 0 
6700 0.403479 0.557997 0.559179 0.816438 0.819116 -2 4.31152 0 108 0 0 
6800 0.312127 0.556843 0.549502 0.813832 0.797403 -1 4.10514 0 108 0 0 
6900 0.196484 0.556587 0.559179 0.813253 0.819116 0 4.24491 0 108 0 0 
7000 0.311534 0.555752 0.54623 0.811371 0.790165 0 4.25153 0 108 0 0 
7100 0.336619 0.557741 0.555977 0.815859 0.811878 0 4.20654 0 108 0 0 
7200 0.0387181 0.55694 0.562358 0.814049 0.826353 0 4.14673 0 108 0 0 
7300 0.599312 0.552913 0.54623 0.805002 0.790165 1 4.17783 0 108 0 0 
7400 0.289908 0.547345 0.542934 0.792626 0.782927 -1 4.05986 0 108 0 0 
7500 0.215038 0.546394 0.53627 0.790527 0.768452 0 4.08605 0 108 0 0 
7600 0.365227 0.544901 0.542934 0.787241 0.782927 2 4.13575 0 132 0 0 
7700 0.368105 0.544849 0.542934 0.787125 0.782927 -1 4.01264 0 132 0 0 
7800 0.311994 0.546394 0.542934 0.790527 0.782927 0 4.28719 0 132 0 0 
7900 0.302531 0.543902 0.542934 0.785047 0.782927 -1 4.11391 0 132 0 0 
8000 0.416154 0.544618 0.542934 0.786619 0.782927 0 4.12676 0 132 0 0 
8100 0.298255 0.544486 0.54623 0.786329 0.790165 -1 4.10174 0 132 0 0 
8200 -0.216077 0.545244 0.54623 0.787994 0.790165 1 4.3729 0 132 0 0 
8300 0.362149 0.542106 0.529508 0.781118 0.753977 -1 4.09651 0 132 0 0 
8400 0.323057 0.541808 0.529508 0.780467 0.753977 0 4.08265 0 132 0 0 
8500 0.242847 0.541642 0.529508 0.780105 0.753977 0 4.06015 0 132 0 0 
8600 0.273248 0.538232 0.542934 0.772692 0.782927 -1 3.94129 0 132 0 0 
8700 0.418602 0.534061 0.529508 0.7637 0.753977 0 4.1052 0 132 0 0 
8800 0.253533 0.540247 0.542934 0.777065 0.782927 0 3.94925 0 132 0 0 
8900 0.317527 0.536001 0.526091 0.767873 0.746739 1 4.28903 0 139 0 0 
9000 0.330026 0.533104 0.526091 0.761649 0.746739 0 3.99823 0 139 0 0 
9100 0.352947 0.537811 0.539614 0.771781 0.77569 -1 4.18038 0 139 0 0 
9200 0.390062 0.539447 0.539614 0.775328 0.77569 0 4.16115 0 139 0 0 
9300 0.3775 0.539917 0.539614 0.776348 0.77569 -1 4.28793 0 139 0 0 
9400 0.314199 0.541011 0.542934 0.778729 0.782927 -1 4.26199 0 156 0 0 
9500 0.335594 0.538546 0.539614 0.773374 0.77569 0 4.01926 0 156 0 0 
9600 0.335205 0.538212 0.53627 0.77265 0.768452 0 4.07672 0 156 0 0 
9700 0.2206 0.538346 0.539614 0.772939 0.77569 3 4.25676 0 156 0 0 
9800 0.389856 0.53751 0.539614 0.77113 0.77569 -2 4.16174 0 156 0 0 
9900 0.423783 0.540745 0.539614 0.77815 0.77569 4 4.1197 0 156 0 0 
10000 0.288654 0.532834 0.532901 0.76107 0.761214 1 4.05152 0 156 0 0 
